Date,Company/Brand,Stage,Amount($),Year,Founded,HeadQuarter,Sector
2018-06-24,GoBolt,Venture - Series Unknown,400000000.0,2018,2016,Delhi,Logistics
2018-06-24,Drivezy,Seed,100000000.0,2018,2016,Bangalore,Automotive
2018-06-25,Livspace,Series C,70000000.0,2018,2016,Bangalore,E-Commerce
2018-06-25,Edyoo,Seed,1000000.0,2018,2016,Bangalore,Education
2018-06-26,Hasura,Seed,1600000.0,2018,2016,Bangalore,Technology
2018-06-26,HyperXchange,Series A,1000000.0,2018,2016,Pune,E-Commerce
2018-06-26,Rubix108 Technologies,Seed,1000000.0,2018,2016,Pune,Technology
2018-06-27,Droni Tech,Seed,35000000.0,2018,2016,Mumbai,Technology
2018-06-29,Arogya MedTech,Seed,15000000.0,2018,2016,Kolkata,Automotive
2018-06-30,Sukkhi Jewellery,Venture - Series Unknown,510000000.0,2018,2016,Mumbai,Lifestyle
2018-06-30,WalMart India,Venture - Series Unknown,37680000.0,2018,2016,Gurugram,Consumer Services
2018-07-01,Fyle,Seed,1100000.0,2018,2016,Bangalore,Logistics
2018-07-01,Flock,Seed,5800000.0,2018,2016,India,Media/Entertainment
2018-07-02,edureka!,Series A,2000000.0,2018,2016,Bangalore,Wellness/Beauty
2018-07-03,Singularity Dynamics,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-07-04,Next Digital Solutions,Angel,100000.0,2018,2016,Kota,Marketing
2018-07-05,APAC Financial Services,Seed,-2147483648.0,2018,2016,Mumbai,Finance
2018-07-06,Daaki,Angel,5800000.0,2018,2016,Bangalore,Automotive
2018-07-06,VTION,Seed,19200000.0,2018,2016,Gurugram,Media/Entertainment
2018-07-06,Med365 Healthcare,Seed,50000000.0,2018,2016,Jaipur,Healthcare
2018-07-07,artbandhu,Pre-Seed,15000.0,2018,2016,Bangalore,Media/Entertainment
2018-07-08,Silversparro Technologies Pvt. Ltd,Seed,300000.0,2018,2016,Gurugram,Technology
2018-07-08,Keito,Seed,5800000.0,2018,2016,Pune,Technology
2018-07-08,Cube,Series A,140000000.0,2018,2016,Mumbai,FinTech
2018-07-08,Finwego,Seed,5800000.0,2018,2016,Chennai,Finance
2018-07-09,arzooo.com,Seed,15000000.0,2018,2016,Bangalore,Consumer Services
2018-07-09,DronaHQ,Angel,500000.0,2018,2016,Mumbai,Technology
2018-07-10,ZiffyHomes,Seed,120000.0,2018,2016,Delhi,Logistics
2018-07-10,Manjushree Technopack,Seed,5800000.0,2018,2016,Bangalore,Consumer Services
2018-07-10,Kissht,Series C,30000000.0,2018,2016,Mumbai,FinTech
2018-07-11,Em Personal Care,Seed,5800000.0,2018,2016,Worli,Wellness/Beauty
2018-07-11,Duroflex Pvt. Ltd.,Seed,22000000.0,2018,2016,Alleppey,Consumer Services
2018-07-13,Carmel Organics,Series A,5800000.0,2018,2016,Indore,Manufacture
2018-07-14,InnerChef,Venture - Series Unknown,1760000.0,2018,2016,Gurugram,Consumables
2018-07-14,Kuvera.in,Angel,250000.0,2018,2016,Bangalore,Finance
2018-07-14,Scholify,Pre-Seed,5800000.0,2018,2016,Bangalore,Technology
2018-07-15,Detect Technologies,Series A,3300000.0,2018,2016,Chennai,Energy
2018-07-16,Gramophone,Seed,1000000.0,2018,2016,Indore,Agriculture
2018-07-18,Leena AI,Seed,2000000.0,2018,2016,Gurugram,Technology
2018-07-19,Inntot Technologies,Seed,5800000.0,2018,2016,Kochi,Consumer Services
2018-07-19,Mynvax,Angel,5800000.0,2018,2016,Bangalore,Healthcare
2018-07-19,Wellthy Therapeutics Pvt Ltd,Seed,135000000.0,2018,2016,Mumbai,Automotive
2018-07-20,Loadshare,Series A,5000000.0,2018,2016,Bangalore,Automotive
2018-07-20,Carcrew,Seed,2000000.0,2018,2016,Mumbai,Automotive
2018-07-21,Cardekho,Series C,75000000.0,2018,2016,Gurugram,Automotive
2018-07-22,LT Foods,Post-IPO Equity,1400000000.0,2018,2016,Delhi,Consumables
2018-07-22,SmartVizX,Seed,1450000.0,2018,2016,Noida,Technology
2018-07-25,Connect India,Angel,5800000.0,2018,2016,Delhi,Logistics
2018-07-25,UrbanClap,Series D,50000000.0,2018,2016,Delhi,Technology
2018-07-26,Avail Finance,Series A,17200000.0,2018,2016,Bangalore,FinTech
2018-07-26,Aashiyaan Housing and Development Finance,Seed,135000000.0,2018,2016,Kolkata,Finance
2018-07-26,GenRobotic,Seed,5800000.0,2018,2016,Trivandrum,Marketing
2018-07-27,DailyNinja,Series A,5800000.0,2018,2016,Bangalore,Technology
2018-07-29,Urban Ladder,Seed,5600000.0,2018,2016,Bangalore,Real Estate
2018-07-29,iChamp,Seed,5000000.0,2018,2016,Gurugram,Education
2018-07-31,Agricxlab Private Limited,Seed,500000.0,2018,2016,Thane,E-Commerce
2018-07-31,Naaptol,Venture - Series Unknown,15000000.0,2018,2016,Mumbai,Consumer Services
2018-08-01,Eupheus Learning,Seed,5800000.0,2018,2016,Delhi,Education
2018-08-02,GamingMonk,Series A,40000000.0,2018,2016,Delhi,Gaming
2018-08-02,Antariksh Waste Ventures Pvt ltd,Seed,500000.0,2018,2016,Chennai,Technology
2018-08-03,Hero Electric,Venture - Series Unknown,1600000000.0,2018,2016,Delhi,Manufacture
2018-08-03,Dunzo,Seed,70000000.0,2018,2016,Bangalore,Technology
2018-08-03,Healthkart,Venture - Series Unknown,10000000.0,2018,2016,Gurugram,Automotive
2018-08-03,Sensibull,Seed,25000000.0,2018,2016,Bangalore,E-Commerce
2018-08-04,Fusion Microfinance,Series E,-2147483648.0,2018,2016,Delhi,Finance
2018-08-05,TECHBOOZE,Seed,100000.0,2018,2016,Delhi,Education
2018-08-05,FastFox,Series A,100000000.0,2018,2016,Gurugram,Logistics
2018-08-05,TheCollegeFever,Seed,250000.0,2018,2016,Bangalore,Marketing
2018-08-06,GalaxyCard,Seed,5800000.0,2018,2016,Noida,FinTech
2018-08-06,Furlenco,Series C,5800000.0,2018,2016,Bangalore,Consumer Services
2018-08-07,UClean,Seed,40000000.0,2018,2016,India,Energy
2018-08-07,Parkwheels,Seed,12000000.0,2018,2016,Haryana,Automotive
2018-08-07,Wholesome Habits (EAT Anytime),Seed,500000.0,2018,2016,Mumbai,Consumables
2018-08-08,Freyr Energy,Series A,1500000.0,2018,2016,Hyderabad,Consumer Services
2018-08-08,Planet11 eCommerce Solutions India (Avenue11),Corporate Round,260000000.0,2018,2016,Bangalore,Technology
2018-08-09,Chakr Innovation,Seed,5800000.0,2018,2016,Delhi,Energy
2018-08-09,Eggoz,Angel,12000000.0,2018,2016,Indore,Consumables
2018-08-10,Blueleaf Cyberspace Systems,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-08-12,Avishkaar Box,Seed,50000000.0,2018,2016,Delhi,Education
2018-08-13,Ninjacart,Series B,-2147483648.0,2018,2016,Bangalore,E-Commerce
2018-08-14,Taru Naturals,Seed,5800000.0,2018,2016,Mumbai,Agriculture
2018-08-15,Rocketium,Seed,20000000.0,2018,2016,Bangalore,Media/Entertainment
2018-08-15,Hansel.io,Series A,4000000.0,2018,2016,Bangalore,Technology
2018-08-16,Ultraviolette Automotive,Series A,60000.0,2018,2016,Bangalore,Energy
2018-08-17,FoodBuddy,Seed,60000000.0,2018,2016,Belgaum,Consumables
2018-08-18,Cell Propulsion,Seed,7000000.0,2018,2016,Bangalore,Automotive
2018-08-21,Sleepy Owl Coffee,Seed,35000000.0,2018,2016,Delhi,Consumables
2018-08-21,Flathalt,Angel,50000.0,2018,2016,Gurugram,Real Estate
2018-08-22,CollPoll,Seed,5800000.0,2018,2016,Bangalore,Education
2018-08-22,myHQ,Series A,500000.0,2018,2016,Delhi,Education
2018-08-22,Aye Finance,Seed,72000000.0,2018,2016,Gurugram,Finance
2018-08-23,Stumagz,Seed,5800000.0,2018,2016,Hyderabad,Media/Entertainment
2018-08-23,Reculta,Seed,5800000.0,2018,2016,Noida,Education
2018-08-24,UpCyclersLab,Seed,5800000.0,2018,2016,Mumbai,Consumer Services
2018-08-25,Inc42,Seed,5800000.0,2018,2016,Delhi,Media/Entertainment
2018-08-25,Vivish Technologies (myGate),Series A,650000000.0,2018,2016,Bangalore,Technology
2018-08-26,Sqrrl Fintech,Seed,1000000.0,2018,2016,Gurugram,FinTech
2018-08-26,6Degree,Seed,400000.0,2018,2016,Mumbai,Consumer Services
2018-08-27,Knocksense,Seed,5800000.0,2018,2016,Lucknow,Media/Entertainment
2018-08-27,Kriger Campus,Seed,30000000.0,2018,2016,Delhi,Education
2018-08-27,Blackbuck,Series D,2029600000.0,2018,2016,Bangalore,Logistics
2018-08-28,Guardian.in,Seed,5800000.0,2018,2016,Mumbai,Automotive
2018-08-29,Food Memories,Seed,5800000.0,2018,2016,Ahmedabad,Consumables
2018-08-30,Letstrack,Seed,1700000.0,2018,2016,Delhi,Technology
2018-08-31,Asteria Aerospace,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-08-31,ClearTax,Series B,-2147483648.0,2018,2016,Delhi,FinTech
2018-08-31,CleanseCar,Angel,35000000.0,2018,2016,Bangalore,Automotive
2018-09-01,Satin Creditcare Network Limited (SCNL),Seed,30000000.0,2018,2016,Delhi,Finance
2018-09-02,Loanzen,Seed,5800000.0,2018,2016,Bangalore,Finance
2018-09-03,i2ifunding,Angel,50000000.0,2018,2016,Noida,Finance
2018-09-03,Housejoy,Series B,3240000.0,2018,2016,Bangalore,Wellness/Beauty
2018-09-04,Be U Salons,Seed,30000000.0,2018,2016,Delhi,Consumer Services
2018-09-05,PlanetSpark,Seed,16000000.0,2018,2016,Gurugram,Education
2018-09-05,Iba Halal Care,Series A,150000000.0,2018,2016,Ahmedabad,Wellness/Beauty
2018-09-08,Notesgen,Seed,12500000.0,2018,2016,Delhi,Education
2018-09-09,Locus.sh,Series A,4000000.0,2018,2016,Bangalore,Logistics
2018-09-09,Foyr,Series A,4200000.0,2018,2016,Pune,Real Estate
2018-09-09,Mech Mocha,Series B,3530000.0,2018,2016,Bangalore,Gaming
2018-09-10,Freshboxx,Seed,5800000.0,2018,2016,Hubli,Consumables
2018-09-10,Pratilipi,Series A,4300000.0,2018,2016,Bangalore,Media/Entertainment
2018-09-11,Rays Power Infra,Venture - Series Unknown,2000000000.0,2018,2016,Jaipur,Energy
2018-09-11,Hey Deedee,Seed,33000000.0,2018,2016,Mumbai,Logistics
2018-09-11,YourOwnROOM,Seed,750000.0,2018,2016,Bangalore,Logistics
2018-09-11,Doodhwala,Seed,2200000.0,2018,2016,Bangalore,Consumables
2018-09-12,Royal Sundaram General Insurance Co. Limited,Corporate Round,210000000.0,2018,2016,Kalpakkam,Healthcare
2018-09-12,Spoofin,Venture - Series Unknown,5800000.0,2018,2016,Delhi,Media/Entertainment
2018-09-13,MedCords,Seed,26400000.0,2018,2016,Pune,Wellness/Beauty
2018-09-13,Wishfie,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-09-13,FreightBro,Seed,5800000.0,2018,2016,Mumbai,Logistics
2018-09-14,Drstore,Seed,5800000.0,2018,2016,Mumbai,Healthcare
2018-09-16,Flickstree,Seed,5800000.0,2018,2016,Mumbai,Media/Entertainment
2018-09-17,ERUDITUS Executive Education,Series C,40000000.0,2018,2016,Mumbai,Education
2018-09-19,Smartcoin,Seed,2000000.0,2018,2016,Bangalore,Finance
2018-09-19,Strom Motors,Angel,5800000.0,2018,2016,Mumbai,Automotive
2018-09-19,The Souled Store,Venture - Series Unknown,3000000.0,2018,2016,Mumbai,Lifestyle
2018-09-20,FreightBazaar,Seed,5800000.0,2018,2016,Hyderabad,Logistics
2018-09-20,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Seed,200000.0,2018,2016,Pune,Marketing
2018-09-20,Gaia Smart Cities,Seed,5800000.0,2018,2016,Mumbai,Technology
2018-09-24,Wow Express,Series A,4500000.0,2018,2016,Mumbai,Technology
2018-09-25,HealthAssure,Seed,1000000.0,2018,2016,Mumbai,Automotive
2018-09-25,UnoTag,Pre-Seed,100000.0,2018,2016,Bangalore,Technology
2018-09-28,Meesho,Series C,50000000.0,2018,2016,Bangalore,Media/Entertainment
2018-09-28,Lavelle Networks,Venture - Series Unknown,20000000.0,2018,2016,Bangalore,Technology
2018-09-29,Dainik Jagran,Seed,40000000.0,2018,2016,Kanpur,Media/Entertainment
2018-09-30,SlicePay,Series A,14900000.0,2018,2016,Bangalore,FinTech
2018-09-30,LetsTransport,Series B,1000000000.0,2018,2016,Bangalore,Logistics
2018-10-02,AppWharf,Seed,5800000.0,2018,2016,Delhi,Technology
2018-10-03,HealthPlix,Series A,3000000.0,2018,2016,Bangalore,Automotive
2018-10-04,Truebil,Series A,2000000.0,2018,2016,Mumbai,Automotive
2018-10-05,Cellerite Systems,Seed,5800000.0,2018,2016,Hyderabad,Automotive
2018-10-05,Finzy,Seed,1300000.0,2018,2016,Bangalore,Finance
2018-10-06,Colive.in,Seed,1800000.0,2018,2016,Bangalore,Consumer Services
2018-10-06,RupeeCircle,Seed,40000000.0,2018,2016,Mumbai,Finance
2018-10-08,hoi foods,Seed,36000000.0,2018,2016,Gurugram,Consumables
2018-10-08,Tabono,Seed,5800000.0,2018,2016,Gurugram,Gaming
2018-10-08,Fasal,Seed,120000.0,2018,2016,Bangalore,Agriculture
2018-10-09,Asset Reconstruction Company (India) Ltd.,Seed,5800000.0,2018,2016,Mumbai,Finance
2018-10-10,IndigoLearn,Seed,150000.0,2018,2016,Hyderabad,Education
2018-10-11,Netmeds,Series C,35000000.0,2018,2016,Chennai,Automotive
2018-10-12,Kidovators (by GyanLab),Seed,180000.0,2018,2016,Bangalore,Education
2018-10-13,University Living,Seed,5800000.0,2018,2016,Delhi,Education
2018-10-13,docturnal,Seed,5800000.0,2018,2016,Hyderabad,Automotive
2018-10-15,FarmTaaza,Series A,5800000.0,2018,2016,Bangalore,Agriculture
2018-10-15,Wishberry,Series A,100000000.0,2018,2016,Mumbai,Finance
2018-10-15,Scapic,Seed,500000.0,2018,2016,Bangalore,Technology
2018-10-17,Shirsa Labs,Seed,500000.0,2018,2016,Mumbai,Gaming
2018-10-18,Goals101,Seed,3500000.0,2018,2016,Delhi,Finance
2018-10-18,OPEN,Seed,5800000.0,2018,2016,Bangalore,Finance
2018-10-20,Nykaa,Seed,1130000000.0,2018,2016,Mumbai,Lifestyle
2018-10-21,HelloVerify,Seed,5800000.0,2018,2016,Noida,Technology
2018-10-21,Mate Labs,Seed,550000.0,2018,2016,Bangalore,Technology
2018-10-21,Mihuru,Seed,150000.0,2018,2016,Mumbai,Logistics
2018-10-23,AuthMetrik,Grant,10000.0,2018,2016,Gurugram,E-Commerce
2018-10-24,ONGO Framework,Angel,1000000.0,2018,2016,Hyderabad,E-Commerce
2018-10-25,Vizzbee,Pre-Seed,20000.0,2018,2016,Bhopal,Consumer Services
2018-10-25,Ora,Seed,5800000.0,2018,2016,Kolkata,Hospitality
2018-10-26,FLEECA,Seed,5800000.0,2018,2016,Jaipur,Automotive
2018-10-26,Generico,Series A,5800000.0,2018,2016,Mumbai,Automotive
2018-10-27,OTO Capital,Seed,50000000.0,2018,2016,Mumbai,Automotive
2018-10-27,TheCollegeFever,Seed,250000.0,2018,2016,Bangalore,Marketing
2018-10-28,Medimetry,Seed,5800000.0,2018,2016,Haryana,Automotive
2018-10-29,Simulanis,Seed,500000.0,2018,2016,Delhi,Wellness/Beauty
2018-10-30,Zoctr Health,Seed,5800000.0,2018,2016,Powai,Automotive
2018-10-31,FarmersFZ,Seed,5800000.0,2018,2016,Kochi,Agriculture
2018-11-01,ION Energy,Venture - Series Unknown,1041000.0,2018,2016,Mumbai,Energy
2018-11-01,Cogoport,Series A,6000000.0,2018,2016,Mumbai,Logistics
2018-11-02,Entropik Technology,Seed,1100000.0,2018,2016,Bangalore,Technology
2018-11-02,Placio,Seed,2000000.0,2018,2016,Noida,Hospitality
2018-11-02,Swiggy,Series H,1000000000.0,2018,2016,Bangalore,Consumables
2018-11-02,Inthree Access,Series A,4000000.0,2018,2016,Chennai,Consumer Services
2018-11-03,BizCrum Infotech Pvt. Ltd.,Seed,5800000.0,2018,2016,Delhi,Consumer Services
2018-11-04,Hospals,Seed,1500000.0,2018,2016,Delhi,Logistics
2018-11-06,SaffronStays,Seed,2000000.0,2018,2016,Mumbai,Technology
2018-11-06,HalaPlay Technologies,Series A,5000000.0,2018,2016,Bangalore,Gaming
2018-11-06,MadGuy Labs,Venture - Series Unknown,150000.0,2018,2016,Hyderabad,Education
2018-11-07,Chariot Tech,Seed,20000000.0,2018,2016,Delhi,Technology
2018-11-08,MyLoanCare,Series A,65000000.0,2018,2016,Gurugram,Marketing
2018-11-08,CashRich,Seed,1000000.0,2018,2016,Mumbai,FinTech
2018-11-08,NoPaperForms Solutions Pvt. Ltd.,Series B,3980000.0,2018,2016,Delhi,Education
2018-11-09,BUGWORKS Research India,Series A,9000000.0,2018,2016,Bangalore,Healthcare
2018-11-10,Predible Health,Seed,5800000.0,2018,2016,Bangalore,Healthcare
2018-11-10,Pando,Seed,2000000.0,2018,2016,Chennai,Logistics
2018-11-11,Sequretek,Venture - Series Unknown,3700000.0,2018,2016,Mumbai,Technology
2018-11-11,1Crowd,Angel,3500000.0,2018,2016,Mumbai,Finance
2018-11-12,LearnApp,Seed,20000000.0,2018,2016,Noida,Education
2018-11-12,Classworks India,Seed,100000.0,2018,2016,Chennai,Education
2018-11-13,Corefactors,Seed,5800000.0,2018,2016,Bangalore,Finance
2018-11-14,Flyrobe,Series B,264000000.0,2018,2016,Mumbai,Lifestyle
2018-11-14,Backpacker Panda Holidays Private Limited,Series A,1400000.0,2018,2016,Pune,Logistics
2018-11-15,Wooden Street,Series A,1000000.0,2018,2016,Jaipur,Real Estate
2018-11-15,NirogStreet,Seed,300000.0,2018,2016,Gurugram,Automotive
2018-11-15,Scale Labs,Seed,1000000.0,2018,2016,Delhi,E-Commerce
2018-11-16,NIRAMAI Health Analytix,Seed,6000000.0,2018,2016,Bangalore,Automotive
2018-11-16,Vivriti Capital,Venture - Series Unknown,28500000.0,2018,2016,Chennai,Finance
2018-11-16,Chrysalis (EZ Vidya),Seed,5800000.0,2018,2016,Chennai,Education
2018-11-17,Tolet for Students,Seed,5000000.0,2018,2016,Jodhpur,Hospitality
2018-11-17,LetsMD,Seed,1000000.0,2018,2016,Delhi,Automotive
2018-11-20,Go Payments,Corporate Round,5800000.0,2018,2016,Mumbai,Technology
2018-11-21,Dee Dee Labs,Seed,5800000.0,2018,2016,Pune,Automotive
2018-11-22,Heelium,Seed,5800000.0,2018,2016,Pune,Gaming
2018-11-22,ShareChat,Series C,99230000.0,2018,2016,Bangalore,Media/Entertainment
2018-11-24,Design Cafe,Series B,2000000000.0,2018,2016,Bangalore,Real Estate
2018-11-25,Khidki,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-11-26,Ekincare,Series A,1500000.0,2018,2016,Hyderabad,Healthcare
2018-11-26,WheelsEMI,Series B,14000000.0,2018,2016,Pune,Automotive
2018-11-26,Credy,Seed,1400000.0,2018,2016,Bangalore,FinTech
2018-11-28,Kaleidofin,Seed,2800000.0,2018,2016,Chennai,Finance
2018-11-29,Picxy,Seed,130000.0,2018,2016,Guntur,Technology
2018-11-30,Innov8 Coworking,Seed,4000000.0,2018,2016,Delhi,Real Estate
2018-12-01,Qandle,Seed,1200000.0,2018,2016,Gurugram,Technology
2018-12-02,CoinGeto,Seed,120000000.0,2018,2016,Delhi,FinTech
2018-12-02,InCred,Seed,41900000.0,2018,2016,Mumbai,Finance
2018-12-03,LivQuik,Corporate Round,2700000.0,2018,2016,Mumbai,FinTech
2018-12-04,Myra,Venture - Series Unknown,8750000.0,2018,2016,Bangalore,Automotive
2018-12-04,Multibashi,Seed,10000000.0,2018,2016,Bangalore,Education
2018-12-04,OckyPocky,Angel,5800000.0,2018,2016,Haryana,Gaming
2018-12-06,Livehealth,Seed,1100000.0,2018,2016,Pune,Automotive
2018-12-07,Bounce (Metro Bikes),Seed,3000000.0,2018,2016,Bangalore,Automotive
2018-12-08,SBI Life,Seed,742000000.0,2018,2016,Mumbai,Finance
2018-12-08,Workflexi,Seed,10000000.0,2018,2016,Bangalore,Other
2018-12-10,Tranzmeo,Pre-Seed,5800000.0,2018,2016,Cochin,Automotive
2018-12-10,Tripshelf,Seed,16000000.0,2018,2016,Kalkaji,Hospitality
2018-12-11,Vokal,Series A,1500000.0,2018,2016,Bangalore,Technology
2018-12-11,Cyclops Medtech,Seed,1000000.0,2018,2016,Bangalore,Automotive
2018-12-13,Mobycy,Angel,5800000.0,2018,2016,Gurugram,Logistics
2018-12-14,PinkBlue,Seed,300000.0,2018,2016,Bangalore,Automotive
2018-12-14,Wishup,Seed,5800000.0,2018,2016,Azadpur,Consumer Services
2018-12-15,BuyForexOnline,Seed,2000000.0,2018,2016,Bangalore,Logistics
2018-12-15,Awign Enterprises,Seed,50000000.0,2018,2016,Bangalore,Marketing
2018-12-15,Cashkumar,Seed,50000000.0,2018,2016,Bangalore,FinTech
2018-12-15,Nua,Seed,5800000.0,2018,2016,Mumbai,Consumer Services
2018-12-16,Mojro Technologies,Seed,650000.0,2018,2016,Bangalore,Logistics
2018-12-16,NicheAI,Angel,5800000.0,2018,2016,Hyderabad,Technology
2018-12-16,BlueJack,Seed,64000000.0,2018,2016,Delhi,Automotive
2018-12-17,Carmesi,Seed,34000000.0,2018,2016,Gurugram,Automotive
2018-12-19,BabyChakra,Series B,5800000.0,2018,2016,Mumbai,Automotive
2018-12-20,CloudSek,Seed,140000000.0,2018,2016,Bangalore,Technology
2018-12-20,Roadcast,Angel,250000.0,2018,2016,Delhi,Logistics
2018-12-22,Career Anna,Seed,40000000.0,2018,2016,Bangalore,Education
2018-12-22,HungerBox,Series A,4500000.0,2018,2016,Bangalore,Consumables
2018-12-23,OneAssist,Seed,2400000.0,2018,2016,Mumbai,Finance
2018-12-24,Sportido,Seed,5800000.0,2018,2016,Noida,Gaming
2018-12-25,Mamaearth,Series A,4000000.0,2018,2016,Gurugram,Consumer Services
2018-12-27,Theranosis Life Sciences,Seed,5800000.0,2018,2016,Hyderabad,Automotive
2018-12-29,Origo,Venture - Series Unknown,800000000.0,2018,2016,Gurugram,Agriculture
2018-12-30,Propshop24,Seed,500000.0,2018,2016,Mumbai,E-Commerce
